choice,value,subject,trial,rt,fixations,fix_times
1,"[3.0, 1.0, 5.0]",6,39,7768,"[2, 1, 3, 1, 2, 1, 3, 1, 2, 3, 1]","[678, 439, 478, 1057, 459, 439, 458, 394, 697, 676, 1148]"
2,"[1.0, 2.0, 3.0]",11,7,3370,"[2, 1, 3, 2, 3, 1, 2, 1, 2]","[241, 219, 319, 299, 297, 519, 279, 179, 498]"
2,"[1.0, 6.0, 4.0]",2,7,1634,"[2, 1, 3, 2]","[318, 239, 518, 140]"
1,"[4.0, 1.0, 2.0]",3,97,1902,"[3, 1]","[319, 578]"
2,"[4.0, 8.0, 3.0]",24,66,1746,"[1, 3, 2]","[418, 259, 678]"
1,"[3.0, 8.0, 2.0]",10,64,1120,[1],[818]
3,"[3.0, 4.0, 7.0]",14,3,1896,"[2, 1, 3, 2, 3]","[339, 239, 241, 299, 379]"
2,"[1.0, 5.0, 4.0]",2,34,2515,"[2, 1, 3, 2]","[279, 140, 278, 1096]"
1,"[8.0, 1.0, 3.0]",20,82,1430,"[1, 3, 1]","[258, 338, 279]"
3,"[3.0, 1.0, 6.0]",2,48,1910,"[1, 3, 2, 1, 3]","[179, 378, 140, 338, 300]"
3,"[4.0, 1.0, 3.0]",20,64,1147,"[1, 3, 2]","[206, 122, 157]"
2,"[1.0, 10.0, 4.0]",23,48,1350,"[1, 2, 3]","[282, 299, 423]"
3,"[1.0, 3.0, 7.0]",1,91,748,"[2, 3, 1]","[79, 218, 159]"
3,"[3.0, 4.0, 8.0]",15,77,1715,"[1, 3, 2, 3]","[259, 378, 379, 200]"
3,"[1.0, 3.0, 7.0]",20,63,1000,"[1, 3]","[140, 182]"
3,"[9.0, 7.0, 3.0]",22,97,1687,"[2, 3, 1, 3]","[278, 339, 355, 259]"
3,"[3.0, 1.0, 7.0]",1,26,1302,"[2, 3, 1, 2, 3]","[119, 239, 159, 319, 121]"
2,"[3.0, 2.0, 1.0]",17,20,2242,"[2, 3, 1, 2, 1, 2]","[537, 339, 219, 122, 219, 57]"
3,"[8.0, 4.0, 3.0]",26,66,1502,"[2, 3, 2]","[357, 698, 100]"
2,"[2.0, 4.0, 3.0]",8,32,2911,"[2, 3, 1, 2]","[399, 418, 439, 1255]"
2,"[7.0, 6.0, 2.0]",24,20,4214,"[2, 3, 1, 2, 3, 1, 2, 1, 2]","[399, 379, 339, 419, 618, 219, 798, 219, 379]"
3,"[7.0, 2.0, 10.0]",22,62,1589,"[1, 3, 2, 3]","[196, 136, 279, 518]"
3,"[4.0, 1.0, 9.0]",22,21,2024,"[1, 3, 2, 3]","[358, 438, 299, 378]"
3,"[4.0, 2.0, 8.0]",19,58,1141,"[3, 2, 1]","[378, 198, 120]"
3,"[1.0, 3.0, 5.0]",30,41,2337,"[1, 2, 3, 2, 3]","[201, 377, 678, 578, 101]"
3,"[3.0, 4.0, 7.0]",15,97,1352,"[3, 1, 3]","[179, 379, 341]"
2,"[3.0, 6.0, 2.0]",5,80,2510,"[2, 1, 3, 2, 1, 2]","[298, 259, 439, 178, 418, 340]"
1,"[8.0, 4.0, 2.0]",13,29,1462,"[1, 3, 2, 3]","[299, 218, 388, 21]"
2,"[3.0, 4.0, 2.0]",10,92,1879,"[1, 2, 3]","[319, 1017, 220]"
2,"[3.0, 7.0, 2.0]",28,74,1683,"[2, 1, 3, 2]","[219, 239, 318, 479]"
1,"[3.0, 8.0, 4.0]",22,89,1913,"[2, 1, 3, 1, 2]","[282, 180, 339, 439, 239]"
1,"[10.0, 1.0, 3.0]",13,49,1252,"[1, 3, 2]","[298, 399, 20]"
2,"[2.0, 6.0, 5.0]",9,94,1079,"[2, 1, 2, 3]","[119, 318, 320, 20]"
2,"[2.0, 6.0, 1.0]",29,83,1759,"[3, 1, 2]","[98, 379, 638]"
2,"[5.0, 7.0, 2.0]",28,69,1342,"[1, 3, 2]","[219, 299, 439]"
3,"[4.0, 5.0, 2.0]",28,9,3351,"[3, 1, 2, 3, 1, 3]","[197, 318, 438, 798, 775, 380]"
2,"[2.0, 4.0, 3.0]",21,49,1339,"[1, 3, 2]","[239, 480, 301]"
3,"[1.0, 3.0, 10.0]",4,19,843,"[2, 1, 3]","[22, 139, 323]"
2,"[2.0, 5.0, 4.0]",16,95,8466,"[2, 1, 3, 2, 3, 1, 2, 3, 1, 2]","[418, 518, 140, 299, 2950, 558, 1574, 581, 459, 378]"
1,"[10.0, 5.0, 3.0]",4,69,822,"[2, 1]","[199, 358]"
1,"[2.0, 8.0, 5.0]",22,74,2465,"[1, 2, 3, 1, 3, 1]","[179, 438, 359, 418, 258, 339]"
1,"[10.0, 8.0, 5.0]",25,54,5135,"[2, 1, 2, 3, 2, 1]","[339, 2233, 360, 479, 735, 518]"
1,"[1.0, 2.0, 3.0]",12,61,1389,"[3, 2, 1]","[199, 240, 359]"
1,"[5.0, 3.0, 4.0]",21,40,1818,"[2, 1, 3, 2, 1]","[180, 200, 418, 478, 201]"
2,"[5.0, 6.0, 1.0]",29,86,1997,"[2, 3, 1, 2]","[316, 221, 559, 519]"
2,"[7.0, 8.0, 2.0]",16,8,4416,"[2, 1, 3, 2]","[1614, 617, 1037, 777]"
1,"[4.0, 3.0, 2.0]",10,45,851,"[1, 2]","[338, 179]"
3,"[3.0, 7.0, 9.0]",15,65,1309,"[3, 1, 2]","[256, 259, 279]"
2,"[2.0, 10.0, 6.0]",13,13,2863,"[1, 3, 2, 1, 3, 1]","[319, 399, 399, 260, 518, 159]"
3,"[3.0, 8.0, 7.0]",24,85,1480,"[2, 3, 1, 2]","[336, 359, 159, 307]"
1,"[2.0, 4.0, 1.0]",21,29,9075,"[2, 1, 3, 1, 2, 1, 2, 1, 3, 2, 1]","[358, 219, 560, 379, 737, 1574, 877, 2313, 280, 358, 798]"
1,"[5.0, 6.0, 1.0]",26,88,5637,"[3, 1, 2, 3, 1, 3, 1, 2, 3, 1, 2, 1]","[278, 308, 478, 437, 519, 239, 438, 399, 636, 219, 518, 478]"
1,"[6.0, 7.0, 3.0]",25,38,6810,"[2, 1, 2, 3, 1, 3, 1]","[399, 837, 1375, 815, 1155, 737, 916]"
3,"[4.0, 3.0, 7.0]",28,50,1666,"[1, 2, 3, 1]","[279, 380, 399, 237]"
1,"[7.0, 3.0, 1.0]",30,72,1567,"[3, 2, 1]","[257, 398, 538]"
3,"[1.0, 2.0, 3.0]",21,27,13110,"[1, 3, 1, 3, 2, 3, 1, 3, 2, 3, 1, 3]","[299, 438, 1076, 359, 559, 438, 319, 3050, 518, 2632, 279, 2570]"
1,"[7.0, 3.0, 1.0]",7,40,3261,"[1, 3, 2, 1]","[1235, 517, 658, 478]"
3,"[6.0, 3.0, 4.0]",30,51,1518,"[2, 1, 3]","[478, 339, 558]"
2,"[5.0, 8.0, 7.0]",16,100,2075,"[2, 3, 1, 2]","[538, 339, 577, 260]"
3,"[2.0, 4.0, 3.0]",24,7,5909,"[3, 2, 1, 3, 1, 2, 3, 1]","[517, 320, 698, 299, 661, 1141, 498, 1037]"
2,"[4.0, 6.0, 1.0]",30,94,2557,"[3, 1, 2, 3, 1, 2]","[259, 278, 498, 319, 479, 240]"
1,"[8.0, 4.0, 5.0]",15,81,1058,"[3, 1]","[159, 600]"
1,"[3.0, 1.0, 4.0]",14,56,1404,"[1, 3, 2, 1]","[240, 577, 139, 60]"
3,"[1.0, 2.0, 6.0]",13,42,2634,"[2, 1, 3, 1, 2, 1, 3]","[139, 259, 419, 219, 538, 299, 122]"
1,"[6.0, 3.0, 2.0]",29,24,2084,"[2, 1, 3, 1]","[119, 259, 839, 439]"
2,"[4.0, 1.0, 3.0]",4,70,1359,"[1, 3, 1]","[418, 258, 20]"
1,"[9.0, 3.0, 2.0]",11,12,1145,"[2, 1]","[139, 678]"
2,"[3.0, 4.0, 6.0]",6,66,1350,"[3, 1, 2]","[218, 200, 499]"
2,"[6.0, 9.0, 8.0]",22,40,1713,"[1, 2, 3, 2]","[378, 419, 320, 119]"
1,"[6.0, 5.0, 3.0]",28,33,3196,"[1, 3, 2, 1, 2, 1]","[298, 277, 333, 856, 319, 438]"
2,"[2.0, 3.0, 1.0]",1,38,1521,"[2, 1, 3, 2]","[239, 338, 239, 402]"
3,"[5.0, 6.0, 9.0]",24,90,936,"[2, 3]","[477, 220]"
1,"[4.0, 3.0, 2.0]",18,10,4704,"[1, 2, 3, 1, 2, 3, 1, 3, 1]","[735, 339, 417, 499, 438, 278, 837, 279, 359]"
3,"[6.0, 7.0, 8.0]",15,95,1918,"[1, 3, 1, 2, 3]","[179, 239, 379, 339, 399]"
3,"[2.0, 3.0, 5.0]",30,18,2924,"[2, 1, 3, 2, 3]","[219, 319, 718, 560, 639]"
3,"[2.0, 3.0, 6.0]",30,55,1263,"[2, 3, 1, 3]","[160, 399, 259, 65]"
2,"[1.0, 2.0, 3.0]",8,63,1337,"[2, 3, 1, 2]","[239, 259, 299, 121]"
3,"[1.0, 3.0, 6.0]",24,77,2000,"[2, 3, 1, 2, 3]","[571, 399, 299, 299, 20]"
3,"[7.0, 1.0, 10.0]",24,41,1521,"[1, 3, 2, 3]","[435, 379, 318, 22]"
2,"[7.0, 3.0, 6.0]",25,74,4699,"[1, 3, 2, 3, 2]","[257, 478, 2712, 757, 60]"
2,"[2.0, 3.0, 1.0]",12,39,1363,"[3, 1, 2]","[199, 299, 459]"
3,"[3.0, 4.0, 6.0]",9,14,886,"[2, 1, 3]","[219, 179, 200]"
2,"[1.0, 6.0, 2.0]",21,58,1611,"[1, 2, 3, 2]","[397, 358, 419, 80]"
1,"[1.0, 2.0, 3.0]",12,6,1079,"[2, 3, 1, 2]","[159, 199, 160, 260]"
1,"[9.0, 6.0, 5.0]",27,36,1619,"[3, 1, 2]","[419, 479, 180]"
1,"[6.0, 5.0, 1.0]",29,10,2049,"[2, 3, 1]","[315, 302, 1016]"
1,"[7.0, 8.0, 3.0]",19,83,1047,"[2, 1, 3]","[139, 419, 40]"
3,"[1.0, 6.0, 3.0]",6,8,4192,"[2, 3, 1, 3, 2, 1, 3]","[836, 240, 438, 498, 518, 818, 298]"
3,"[7.0, 3.0, 8.0]",15,62,1434,"[2, 1, 3]","[179, 219, 697]"
2,"[3.0, 5.0, 1.0]",10,44,2826,"[3, 1, 2, 1, 2]","[439, 438, 558, 718, 200]"
1,"[10.0, 8.0, 7.0]",22,34,1446,"[2, 1, 3]","[197, 338, 558]"
1,"[4.0, 1.0, 8.0]",11,71,1863,"[2, 1, 3, 1]","[197, 258, 640, 379]"
1,"[6.0, 2.0, 1.0]",5,88,2163,"[1, 3, 2, 1, 3]","[179, 378, 499, 298, 219]"
3,"[5.0, 7.0, 4.0]",25,49,4335,"[1, 2, 3, 2, 1, 3]","[338, 359, 914, 995, 318, 818]"
1,"[6.0, 4.0, 7.0]",9,92,852,"[1, 2, 3]","[237, 258, 60]"
1,"[6.0, 1.0, 4.0]",15,10,1569,"[1, 3, 2, 1]","[298, 319, 359, 199]"
3,"[4.0, 6.0, 9.0]",27,80,1903,"[1, 2, 3, 1]","[219, 340, 236, 539]"
3,"[7.0, 3.0, 2.0]",9,16,877,"[2, 3, 1]","[159, 339, 119]"
2,"[1.0, 3.0, 2.0]",12,28,1221,"[2, 1, 3, 2]","[180, 220, 219, 200]"
2,"[3.0, 4.0, 1.0]",12,43,1446,"[2, 1, 3, 2]","[219, 198, 199, 458]"
1,"[8.0, 5.0, 3.0]",28,36,1480,"[1, 3, 2, 1]","[478, 260, 259, 139]"
1,"[7.0, 8.0, 2.0]",24,17,4182,"[2, 3, 1, 3, 2, 1, 3, 2, 1]","[537, 199, 738, 459, 498, 717, 318, 219, 20]"
1,"[7.0, 2.0, 3.0]",1,95,1115,"[2, 1, 3, 1]","[199, 219, 299, 80]"
2,"[9.0, 10.0, 8.0]",18,72,2445,"[2, 1, 2, 1, 3, 2]","[278, 119, 955, 199, 379, 121]"
2,"[6.0, 4.0, 3.0]",19,29,1256,"[2, 3, 1]","[205, 318, 440]"
3,"[1.0, 2.0, 3.0]",4,29,1272,"[1, 3, 2]","[160, 598, 219]"
1,"[8.0, 3.0, 6.0]",16,94,2617,"[2, 1, 3, 1, 2]","[358, 258, 694, 777, 101]"
2,"[2.0, 10.0, 3.0]",23,79,1735,"[1, 2, 3, 1]","[200, 459, 600, 101]"
3,"[2.0, 3.0, 8.0]",5,25,1510,"[2, 1, 3, 2]","[398, 339, 358, 19]"
3,"[4.0, 5.0, 3.0]",7,31,2558,"[1, 3]","[1076, 1217]"
1,"[10.0, 5.0, 9.0]",18,88,2485,"[2, 3, 1, 3, 1]","[578, 99, 457, 496, 419]"
1,"[3.0, 2.0, 1.0]",7,59,7471,"[1, 3, 2, 1]","[2970, 1036, 1993, 1096]"
2,"[2.0, 4.0, 1.0]",14,72,2503,"[1, 3, 2, 1]","[498, 319, 379, 956]"
3,"[5.0, 6.0, 3.0]",30,37,2954,"[2, 3, 1, 3, 2, 1]","[438, 259, 312, 479, 597, 201]"
2,"[2.0, 6.0, 5.0]",5,54,1919,"[1, 2, 3, 1]","[319, 220, 479, 280]"
2,"[1.0, 4.0, 2.0]",4,9,1705,"[1, 3, 2]","[359, 339, 698]"
1,"[9.0, 1.0, 4.0]",22,15,1842,"[2, 1, 3, 1]","[418, 378, 219, 459]"
2,"[1.0, 5.0, 2.0]",29,60,1908,"[1, 3, 2]","[278, 349, 918]"
1,"[4.0, 3.0, 5.0]",6,68,1674,"[2, 1, 3, 1]","[278, 240, 260, 459]"
1,"[5.0, 3.0, 1.0]",7,48,11270,"[1, 3, 2, 1, 3, 1, 2, 1, 3, 1]","[358, 378, 4545, 657, 239, 997, 20, 20, 1535, 1516]"
1,"[5.0, 2.0, 3.0]",21,3,7255,"[2, 1, 3, 2, 3, 1]","[278, 734, 1276, 259, 1335, 2791]"
1,"[6.0, 4.0, 5.0]",2,69,1590,"[1, 3, 2, 1]","[577, 299, 239, 80]"
1,"[9.0, 1.0, 4.0]",12,78,1105,"[3, 1, 2, 3]","[100, 219, 160, 239]"
3,"[3.0, 2.0, 4.0]",8,12,3566,"[2, 1, 3, 2, 3, 1]","[298, 339, 339, 915, 737, 259]"
2,"[6.0, 7.0, 1.0]",14,68,2419,"[1, 2, 1, 3, 2]","[598, 260, 419, 498, 261]"
3,"[1.0, 2.0, 8.0]",17,10,1869,"[1, 2, 3, 1, 3]","[79, 179, 358, 299, 159]"
2,"[7.0, 10.0, 6.0]",23,21,2825,"[1, 2, 3, 2]","[159, 537, 917, 697]"
1,"[6.0, 8.0, 7.0]",24,92,1994,"[2, 3, 1, 2, 1]","[437, 398, 260, 378, 162]"
2,"[2.0, 3.0, 7.0]",16,31,9382,"[2, 3, 1, 3, 2, 3, 1, 2]","[597, 499, 697, 498, 1376, 1894, 1175, 2054]"
2,"[5.0, 10.0, 3.0]",26,44,1283,"[2, 3]","[469, 379]"
2,"[6.0, 2.0, 7.0]",22,38,2510,"[2, 3, 1, 2, 3, 2]","[159, 140, 618, 598, 219, 280]"
3,"[8.0, 7.0, 9.0]",27,47,1018,"[2, 3]","[258, 500]"
2,"[3.0, 5.0, 2.0]",28,3,4990,"[2, 3, 1, 2, 3, 2]","[257, 259, 512, 1296, 20, 1774]"
1,"[4.0, 1.0, 5.0]",15,68,1584,"[3, 1, 2, 3]","[199, 279, 359, 358]"
2,"[3.0, 2.0, 4.0]",3,49,2352,"[1, 2]","[159, 239]"
2,"[3.0, 4.0, 1.0]",3,25,1413,[2],[517]
2,"[4.0, 5.0, 3.0]",29,8,2455,"[1, 2, 3, 1, 2]","[199, 599, 298, 688, 259]"
3,"[6.0, 5.0, 3.0]",5,28,2698,"[2, 1, 3, 2, 3, 1]","[398, 278, 340, 757, 379, 61]"
2,"[6.0, 5.0, 2.0]",6,81,1960,"[1, 3, 2]","[397, 697, 440]"
1,"[8.0, 5.0, 4.0]",28,95,1563,"[2, 3, 1, 2]","[219, 221, 420, 297]"
2,"[1.0, 7.0, 4.0]",15,41,1513,"[1, 2, 3, 2]","[259, 299, 359, 179]"
3,"[2.0, 1.0, 3.0]",12,19,978,"[3, 2, 1]","[218, 141, 161]"
3,"[2.0, 3.0, 5.0]",14,92,1615,"[1, 2, 3, 1]","[299, 359, 458, 160]"
3,"[3.0, 4.0, 10.0]",17,67,694,[3],[339]
3,"[5.0, 2.0, 8.0]",8,40,4846,"[1, 2, 1, 3, 1, 2, 3]","[455, 995, 179, 379, 518, 798, 320]"
1,"[2.0, 4.0, 3.0]",3,26,1294,[2],[933]
2,"[4.0, 8.0, 5.0]",18,40,3714,"[2, 1, 3, 1, 2]","[797, 637, 419, 326, 1196]"
3,"[5.0, 1.0, 6.0]",8,34,938,[3],[597]
3,"[3.0, 1.0, 5.0]",6,70,2047,"[1, 2, 3]","[338, 498, 857]"
1,"[5.0, 2.0, 6.0]",5,47,1493,"[1, 3, 2, 1]","[318, 359, 319, 139]"
3,"[3.0, 5.0, 6.0]",16,4,6437,"[2, 3, 1, 3, 2, 3, 2, 3]","[637, 498, 1575, 697, 638, 1096, 539, 119]"
2,"[6.0, 9.0, 3.0]",9,100,734,"[2, 3]","[179, 278]"
1,"[6.0, 3.0, 5.0]",6,65,1581,"[1, 2, 3, 1]","[338, 259, 359, 201]"
3,"[5.0, 2.0, 6.0]",21,23,8104,"[2, 1, 3, 1, 3, 1, 3]","[238, 338, 740, 738, 3149, 1415, 777]"
1,"[4.0, 1.0, 3.0]",17,11,3106,"[2, 3, 1, 2, 1, 2, 1]","[159, 139, 139, 199, 896, 473, 62]"
1,"[8.0, 2.0, 1.0]",11,67,1294,"[1, 3, 2, 1]","[296, 199, 319, 20]"
1,"[4.0, 3.0, 2.0]",17,77,1199,"[3, 1, 2]","[159, 518, 141]"
2,"[4.0, 8.0, 9.0]",18,33,4546,"[1, 3, 2, 3, 2, 3, 2]","[498, 344, 438, 618, 618, 877, 578]"
2,"[3.0, 8.0, 7.0]",9,74,861,"[2, 3, 2]","[179, 179, 221]"
2,"[1.0, 4.0, 5.0]",29,77,5408,"[3, 2, 1, 3, 2, 3, 1, 2]","[398, 398, 517, 1057, 677, 413, 559, 719]"
2,"[4.0, 7.0, 1.0]",11,66,674,"[1, 2]","[136, 238]"
3,"[8.0, 3.0, 5.0]",26,80,2069,"[3, 1, 2, 3, 1]","[358, 239, 419, 378, 319]"
1,"[6.0, 2.0, 5.0]",5,76,1769,"[2, 1, 3, 1]","[537, 260, 517, 60]"
1,"[1.0, 6.0, 2.0]",20,89,2770,"[1, 2, 1, 2, 1]","[120, 358, 305, 260, 582]"
1,"[8.0, 5.0, 7.0]",25,100,2182,"[1, 2, 3, 1]","[398, 379, 598, 441]"
1,"[3.0, 6.0, 4.0]",8,10,2517,"[1, 3, 2, 1]","[239, 917, 106, 680]"
2,"[3.0, 5.0, 1.0]",14,10,2457,"[2, 1, 3, 1, 2]","[1156, 179, 198, 180, 259]"
3,"[4.0, 6.0, 8.0]",19,98,1015,"[2, 3, 1]","[159, 318, 159]"
1,"[10.0, 7.0, 6.0]",28,26,1249,"[2, 1, 3, 1]","[219, 299, 277, 39]"
1,"[2.0, 3.0, 1.0]",12,16,1248,"[3, 1, 3, 1]","[199, 220, 279, 79]"
1,"[8.0, 4.0, 6.0]",15,88,1445,"[3, 1, 2, 1]","[278, 319, 379, 60]"
1,"[10.0, 4.0, 7.0]",23,39,2237,"[2, 1, 2, 3]","[238, 299, 361, 958]"
1,"[2.0, 1.0, 5.0]",13,7,2413,"[2, 1, 3, 2, 1, 3]","[159, 239, 219, 418, 219, 340]"
1,"[2.0, 3.0, 4.0]",25,77,2687,"[2, 1, 3, 2, 1]","[261, 459, 421, 309, 618]"
3,"[8.0, 1.0, 4.0]",12,24,1319,"[2, 3, 2, 1, 3]","[100, 538, 140, 200, 20]"
2,"[2.0, 5.0, 3.0]",5,17,2010,"[1, 3, 2, 1]","[219, 479, 259, 599]"
2,"[1.0, 3.0, 6.0]",12,82,2114,"[2, 3, 1, 2, 3, 2]","[236, 159, 459, 279, 278, 221]"
1,"[7.0, 3.0, 6.0]",25,30,11634,"[1, 3, 2, 1, 2, 3, 2, 1]","[458, 476, 2073, 3986, 1455, 798, 877, 957]"
2,"[1.0, 4.0, 3.0]",11,35,1881,"[1, 3, 2]","[298, 279, 957]"
3,"[3.0, 2.0, 5.0]",28,1,4320,"[1, 3, 2, 1, 3, 1, 2, 1]","[219, 379, 379, 697, 599, 680, 638, 80]"
3,"[2.0, 7.0, 10.0]",22,44,1785,"[1, 2, 1, 3]","[199, 139, 239, 838]"
2,"[3.0, 4.0, 1.0]",17,90,947,[1],[180]
2,"[9.0, 7.0, 5.0]",19,89,981,"[2, 1]","[219, 461]"
1,"[10.0, 5.0, 3.0]",16,35,4832,"[1, 3, 2, 1]","[836, 877, 1076, 1695]"
1,"[3.0, 2.0, 1.0]",10,57,1575,"[2, 1, 3, 1]","[119, 378, 419, 259]"
1,"[9.0, 3.0, 4.0]",27,61,1510,"[2, 3, 1, 3]","[278, 219, 518, 100]"
1,"[10.0, 5.0, 7.0]",28,65,839,"[1, 3]","[154, 261]"
1,"[8.0, 2.0, 1.0]",2,32,2167,"[2, 1, 3, 2, 1]","[239, 618, 219, 179, 539]"
3,"[5.0, 1.0, 10.0]",7,90,5028,"[2, 1, 3]","[1874, 1196, 1436]"
1,"[10.0, 7.0, 2.0]",22,30,1753,"[2, 1]","[677, 758]"
3,"[8.0, 2.0, 9.0]",19,32,716,[3],[438]
1,"[10.0, 9.0, 4.0]",23,92,2319,"[1, 2, 3, 1]","[259, 599, 439, 595]"
1,"[4.0, 2.0, 1.0]",17,37,1775,"[2, 1, 3, 1]","[100, 438, 280, 459]"
1,"[6.0, 2.0, 5.0]",28,71,2779,"[3, 1, 2, 3, 1, 3]","[175, 299, 419, 219, 776, 279]"
3,"[7.0, 6.0, 10.0]",22,11,1346,"[2, 3]","[398, 659]"
2,"[3.0, 10.0, 4.0]",4,50,1091,"[1, 2, 3]","[160, 280, 260]"
2,"[3.0, 9.0, 4.0]",18,31,2836,"[1, 3, 2]","[677, 558, 1216]"
3,"[7.0, 2.0, 1.0]",24,5,3798,"[2, 3, 1, 3, 2, 3, 1, 2]","[557, 220, 698, 219, 439, 558, 400, 239]"
2,"[6.0, 3.0, 1.0]",8,14,2860,"[2, 1, 3, 2]","[1315, 399, 418, 339]"
3,"[1.0, 2.0, 7.0]",11,90,1366,"[1, 3, 2, 3]","[318, 519, 199, 20]"
1,"[4.0, 2.0, 3.0]",3,40,1537,[3],[319]
3,"[1.0, 2.0, 9.0]",29,94,1538,"[1, 3, 2, 3]","[297, 279, 339, 221]"
2,"[2.0, 3.0, 1.0]",7,52,4642,"[2, 1, 3, 2]","[1534, 1238, 20, 1197]"
3,"[4.0, 6.0, 10.0]",23,52,1312,"[1, 3, 2]","[219, 398, 358]"
1,"[4.0, 2.0, 3.0]",2,29,1323,"[1, 2, 3, 1]","[179, 219, 458, 60]"
1,"[8.0, 2.0, 6.0]",25,73,1734,"[1, 3, 2, 1]","[476, 321, 319, 179]"
1,"[4.0, 1.0, 2.0]",30,80,1564,"[3, 2, 1]","[339, 317, 459]"
2,"[5.0, 6.0, 2.0]",6,60,3479,"[1, 3, 1, 3, 2]","[398, 738, 499, 677, 658]"
1,"[6.0, 1.0, 7.0]",23,11,2387,"[1, 2, 3, 1]","[697, 379, 897, 60]"
3,"[2.0, 6.0, 5.0]",24,49,3136,"[1, 3, 2, 3]","[538, 459, 938, 798]"
2,"[1.0, 8.0, 6.0]",15,28,1598,"[1, 3, 2]","[259, 458, 579]"
2,"[1.0, 5.0, 2.0]",21,82,2055,"[1, 3, 2, 3, 1, 2]","[199, 159, 378, 379, 319, 81]"
2,"[7.0, 9.0, 2.0]",27,27,790,[2],[537]
2,"[1.0, 3.0, 2.0]",2,24,4202,"[1, 2, 3, 1, 2, 1, 2, 3, 2]","[239, 279, 658, 339, 359, 638, 280, 558, 79]"
1,"[10.0, 4.0, 7.0]",23,18,3433,"[3, 1, 2, 3, 1]","[120, 954, 378, 359, 1258]"
1,"[4.0, 2.0, 3.0]",3,62,2993,[3],[1275]
3,"[8.0, 2.0, 6.0]",5,52,3160,"[2, 1, 3, 1, 3, 2]","[239, 659, 418, 698, 188, 279]"
2,"[6.0, 7.0, 4.0]",13,14,3592,"[1, 3, 1, 3, 1, 2, 3, 1, 2]","[120, 99, 219, 200, 179, 479, 398, 538, 541]"
1,"[4.0, 3.0, 2.0]",3,86,1703,"[3, 2]","[180, 718]"
3,"[1.0, 6.0, 5.0]",24,37,2721,"[1, 2, 3, 1, 3]","[366, 599, 358, 735, 279]"
2,"[2.0, 1.0, 6.0]",12,49,1521,"[2, 1, 3, 2, 3, 2]","[139, 179, 132, 159, 240, 280]"
1,"[9.0, 5.0, 3.0]",18,46,3620,"[1, 3, 2, 1]","[1253, 519, 538, 955]"
1,"[3.0, 2.0, 1.0]",6,23,3345,"[2, 3, 2, 1, 2, 3, 2, 1]","[200, 459, 418, 439, 278, 478, 259, 159]"
1,"[4.0, 6.0, 1.0]",27,42,936,[1],[538]
3,"[2.0, 1.0, 4.0]",14,40,1748,"[2, 1, 3]","[339, 278, 758]"
2,"[2.0, 6.0, 3.0]",5,8,2518,"[1, 3, 2, 1, 3]","[578, 378, 498, 360, 222]"
2,"[3.0, 4.0, 8.0]",8,68,2308,"[2, 3, 1, 2]","[399, 298, 419, 737]"
1,"[8.0, 6.0, 4.0]",25,7,6141,"[1, 2, 3, 2, 1, 3, 2, 1]","[716, 419, 378, 1295, 1353, 102, 957, 399]"
3,"[6.0, 4.0, 5.0]",16,33,7679,"[1, 3, 2, 1, 3, 2, 1, 3]","[816, 698, 558, 458, 2572, 1695, 239, 100]"
3,"[2.0, 6.0, 5.0]",23,60,1631,"[1, 3, 2]","[361, 558, 376]"
2,"[7.0, 5.0, 1.0]",24,30,3114,"[2, 3, 1, 2]","[637, 478, 438, 1198]"
3,"[5.0, 1.0, 7.0]",20,31,2171,"[1, 3, 1, 2, 3, 2, 3]","[215, 199, 259, 179, 327, 299, 126]"
3,"[3.0, 1.0, 9.0]",19,50,723,[3],[448]
2,"[2.0, 10.0, 8.0]",22,65,917,"[2, 3]","[438, 140]"
2,"[5.0, 10.0, 4.0]",20,9,3708,"[3, 1, 2, 1, 3]","[278, 270, 2188, 75, 101]"
3,"[10.0, 6.0, 4.0]",27,76,1757,"[2, 3]","[417, 1020]"
1,"[4.0, 5.0, 1.0]",20,55,1991,"[1, 3, 2, 1]","[434, 400, 244, 312]"
2,"[8.0, 9.0, 5.0]",18,34,5687,"[2, 1, 3, 2, 1, 2]","[856, 480, 618, 1057, 478, 1737]"
3,"[4.0, 6.0, 7.0]",29,4,2583,"[1, 2, 3, 1, 3]","[178, 190, 617, 598, 539]"
2,"[2.0, 8.0, 6.0]",5,75,1380,"[3, 1, 2]","[278, 419, 341]"
2,"[4.0, 2.0, 1.0]",11,89,2405,"[1, 3, 2, 1, 2, 3, 1]","[159, 179, 300, 358, 617, 199, 59]"
2,"[2.0, 3.0, 1.0]",4,6,3266,"[1, 3, 2, 3, 1, 2]","[379, 359, 538, 256, 598, 738]"
1,"[4.0, 1.0, 3.0]",3,64,1604,"[3, 2]","[542, 517]"
1,"[3.0, 2.0, 1.0]",1,74,1521,"[3, 2, 1, 3, 2]","[199, 239, 220, 259, 120]"
3,"[1.0, 4.0, 8.0]",19,76,1229,"[2, 3, 1, 3]","[180, 181, 338, 179]"
2,"[4.0, 6.0, 9.0]",16,37,16936,"[3, 1, 2, 1, 3, 1, 2, 1, 3, 2]","[417, 757, 1255, 3211, 935, 3329, 479, 2810, 478, 2492]"
3,"[1.0, 2.0, 3.0]",11,82,2502,"[1, 3, 2, 1, 3, 2]","[140, 119, 339, 419, 419, 599]"
